retweet_count,reply_count,like_count,quote_count,tweet_id,created_at
1967,47,9038,59,821107785811234816,2017-01-16 21:32:06+00:00
2117,34,11916,64,821044531881721856,2017-01-16 17:20:45+00:00
6217,0,0,0,820837357901512704,2017-01-16 03:37:31+00:00
9160,108,29739,279,820749716845686784,2017-01-15 21:49:15+00:00
2992,72,11558,100,820690176645140480,2017-01-15 17:52:40+00:00
521,0,0,0,820494788566847488,2017-01-15 04:56:16+00:00
2383,0,0,0,820446719150292992,2017-01-15 01:45:15+00:00
521,20,3152,15,820314633777061888,2017-01-14 17:00:24+00:00
5764,70,18582,191,820078625395449856,2017-01-14 01:22:35+00:00
1080,0,0,0,820013781606658048,2017-01-13 21:04:55+00:00
1080,11,5008,14,819952236453363712,2017-01-13 17:00:21+00:00
4529,100,12199,333,819924195358416896,2017-01-13 15:08:56+00:00
2861,43,12589,100,819711362133872640,2017-01-13 01:03:12+00:00
1865,34,9134,64,819588359383371776,2017-01-12 16:54:26+00:00
1115,28,6816,49,819347104292290560,2017-01-12 00:55:47+00:00
379,15,2134,10,819238181065359360,2017-01-11 17:42:57+00:00
6217,84,21737,238,819227688460238848,2017-01-11 17:01:16+00:00
34438,0,0,0,819015337530290176,2017-01-11 02:57:27+00:00
17734,0,0,0,819015331746349056,2017-01-11 02:57:26+00:00
17734,87,42894,287,819006400881917952,2017-01-11 02:21:57+00:00
34438,236,82438,1030,819004803107983360,2017-01-11 02:15:36+00:00
19373,0,0,0,818646164899774464,2017-01-10 02:30:30+00:00
7038,74,21168,361,818627210458333184,2017-01-10 01:15:10+00:00
2346,37,9276,81,818614493328580608,2017-01-10 00:24:38+00:00
5669,0,0,0,818588835076603904,2017-01-09 22:42:41+00:00
2264,96,10246,94,818536468981415936,2017-01-09 19:14:36+00:00
7425,0,0,0,818307523543449600,2017-01-09 04:04:51+00:00
2074,54,10389,104,818259473185828864,2017-01-09 00:53:55+00:00
2361,55,11591,128,818145370475810816,2017-01-08 17:20:31+00:00
739,11,4598,16,817908911860748288,2017-01-08 01:40:55+00:00
25031,340,48464,2309,817827839487737856,2017-01-07 20:18:46+00:00
2514,46,10202,147,817777686764523520,2017-01-07 16:59:28+00:00
2720,57,11082,134,817536400337801216,2017-01-07 01:00:41+00:00
3131,0,0,0,817502432452313088,2017-01-06 22:45:43+00:00
13535,229,31744,917,817423860136083456,2017-01-06 17:33:29+00:00
885,21,5283,43,817415592588222464,2017-01-06 17:00:38+00:00
7834,0,0,0,817181837579653120,2017-01-06 01:31:47+00:00
1857,42,8284,87,817171292965273600,2017-01-06 00:49:53+00:00
2406,82,11509,80,817120970343411712,2017-01-05 21:29:55+00:00
1510,38,8110,49,817056546584727552,2017-01-05 17:13:55+00:00
4372,0,0,0,816829038950027264,2017-01-05 02:09:53+00:00
1886,41,9450,61,816816676327063552,2017-01-05 01:20:46+00:00
2047,31,9213,49,816697700272001024,2017-01-04 17:27:59+00:00
7425,122,28587,468,816450570814898176,2017-01-04 01:05:59+00:00
1795,25,8148,40,816336735214911488,2017-01-03 17:33:39+00:00
1980,31,8461,90,816091915477250048,2017-01-03 01:20:49+00:00
942,0,0,0,816062466425819136,2017-01-02 23:23:48+00:00
4863,0,0,0,816014286006976512,2017-01-02 20:12:21+00:00
942,22,4677,31,815990720817401856,2017-01-02 18:38:42+00:00
7834,162,21072,525,815966073409433600,2017-01-02 17:00:46+00:00
3844,0,0,0,815745968457060352,2017-01-02 02:26:09+00:00
2109,42,9276,83,815736392542261248,2017-01-02 01:48:06+00:00
1547,30,7801,54,815639385530101760,2017-01-01 19:22:38+00:00
3553,38,9799,75,815390420867969024,2017-01-01 02:53:20+00:00
1183,30,7242,33,814986499976527872,2016-12-31 00:08:17+00:00
2516,46,10668,93,814638523311648768,2016-12-30 01:05:33+00:00
5440,0,0,0,814578408554463232,2016-12-29 21:06:41+00:00
1734,37,8200,95,814530161257443328,2016-12-29 17:54:58+00:00
8082,169,27172,492,814153002265309184,2016-12-28 16:56:16+00:00
2944,0,0,0,813944609378369536,2016-12-28 03:08:11+00:00
1725,31,8833,61,813910438903693312,2016-12-28 00:52:25+00:00
12992,80,34527,352,813812741911748608,2016-12-27 18:24:12+00:00
1640,28,7868,71,813800681631023104,2016-12-27 17:36:16+00:00
6828,64,17627,217,813217897535406080,2016-12-26 03:00:30+00:00
1700,26,8746,37,813202720496779264,2016-12-26 02:00:11+00:00
4033,42,18763,51,813187593374461952,2016-12-26 01:00:05+00:00
1803,36,8780,69,813172488309972992,2016-12-26 00:00:03+00:00
2059,40,7357,88,813157409116065792,2016-12-25 23:00:08+00:00
2237,37,8064,58,813142292504645632,2016-12-25 22:00:04+00:00
418,8,4256,3,813130366689148928,2016-12-25 21:12:41+00:00
2913,29,11179,93,813127251579564032,2016-12-25 21:00:18+00:00
2555,25,9774,70,813112105746448384,2016-12-25 20:00:07+00:00
3372,37,10010,94,813096984823349248,2016-12-25 19:00:02+00:00
2586,27,9405,76,813081950185472000,2016-12-25 18:00:17+00:00
1821,21,7530,37,813066809284972544,2016-12-25 17:00:08+00:00
6818,97,19881,153,813051746834595840,2016-12-25 16:00:16+00:00
1784,46,7131,99,812781120811126784,2016-12-24 22:04:54+00:00
1348,18,6278,20,812709060537683968,2016-12-24 17:18:34+00:00
1147,44,5726,106,812503143955202048,2016-12-24 03:40:19+00:00
1796,20,7557,54,812466873996607488,2016-12-24 01:16:12+00:00
3413,67,12897,213,812372279581671424,2016-12-23 19:00:19+00:00
1305,28,6895,45,811985624773361664,2016-12-22 17:23:53+00:00
1468,33,7137,67,811744202451197952,2016-12-22 01:24:33+00:00
680,31,5303,6,811647686436880384,2016-12-21 19:01:02+00:00
2840,41,12041,62,811627233043480576,2016-12-21 17:39:46+00:00
5959,121,19801,293,811386762094317568,2016-12-21 01:44:13+00:00
1328,16,5042,42,810984652412424192,2016-12-19 23:06:23+00:00
1639,43,8513,103,810896069567610880,2016-12-19 17:14:23+00:00
2461,29,10403,79,810657578271330304,2016-12-19 01:26:42+00:00
10468,125,33206,279,810284430598270976,2016-12-18 00:43:57+00:00
3150,66,13938,122,810254108431155200,2016-12-17 22:43:27+00:00
3671,72,14742,119,809920764300447744,2016-12-17 00:38:52+00:00
4557,0,0,0,809808892968534016,2016-12-16 17:14:20+00:00
1363,23,6589,27,809448704142938112,2016-12-15 17:23:04+00:00
5227,89,18821,173,809220051211603968,2016-12-15 02:14:29+00:00
3285,76,12527,175,809084759137812480,2016-12-14 17:16:53+00:00
2857,37,9619,90,808838249661788160,2016-12-14 00:57:20+00:00
2029,45,7469,79,808733504066486272,2016-12-13 18:01:07+00:00
2452,34,10730,85,808501579447930880,2016-12-13 02:39:32+00:00
19373,353,40074,1338,808344865868283904,2016-12-12 16:16:49+00:00
5492,0,0,0,808134635716833280,2016-12-12 02:21:26+00:00
2062,34,8365,46,808106460588765184,2016-12-12 00:29:28+00:00
3296,31,11811,85,808001312164028416,2016-12-11 17:31:39+00:00
3375,108,13808,333,807621403335917568,2016-12-10 16:22:02+00:00
51458,905,111281,2975,807106840509214720,2016-12-09 06:17:20+00:00
6865,0,0,0,807059379405148160,2016-12-09 03:08:45+00:00
3618,107,12434,230,807010152071229440,2016-12-08 23:53:08+00:00
32242,304,70355,922,806629075125202944,2016-12-07 22:38:52+00:00
5124,0,0,0,806620845233815552,2016-12-07 22:06:10+00:00
1818,41,4648,70,806576416489959424,2016-12-07 19:09:37+00:00
2211,55,9708,130,806542213899489280,2016-12-07 16:53:43+00:00
10840,0,0,0,806242860592926720,2016-12-06 21:04:11+00:00
1131,32,6120,30,806219024703037440,2016-12-06 19:29:28+00:00
4995,0,0,0,805958939288408064,2016-12-06 02:15:59+00:00
1795,31,7860,50,805932879469572096,2016-12-06 00:32:26+00:00
1710,26,6219,85,805826884734976000,2016-12-05 17:31:15+00:00
7437,0,0,0,805823200554876928,2016-12-05 17:16:37+00:00
1547,26,5464,75,805520635690676224,2016-12-04 21:14:20+00:00
2370,35,8323,100,805487436403003392,2016-12-04 19:02:24+00:00
1623,33,7458,54,805207613751304192,2016-12-04 00:30:29+00:00
3591,50,12942,109,804738756058218496,2016-12-02 17:27:25+00:00
1885,28,5824,40,804475857670639616,2016-12-02 00:02:45+00:00
3000,0,0,0,804413760345620480,2016-12-01 19:56:00+00:00
14985,161,41933,1036,804026241225523200,2016-11-30 18:16:08+00:00
2579,48,9521,100,803773340896923648,2016-11-30 01:31:12+00:00
6901,0,0,0,803692223237865472,2016-11-29 20:08:52+00:00
3872,75,10350,189,803638050916102144,2016-11-29 16:33:36+00:00
1765,59,7371,104,803380650405482496,2016-11-28 23:30:47+00:00
4938,0,0,0,803321560782307328,2016-11-28 19:35:59+00:00
2290,25,9515,62,803276597545603072,2016-11-28 16:37:19+00:00
1867,29,8557,81,802952499103731712,2016-11-27 19:09:28+00:00
2716,0,0,0,802624713319034880,2016-11-26 21:26:58+00:00
1377,37,6747,58,802600418706604032,2016-11-26 19:50:26+00:00
2349,39,8492,55,802572683846291456,2016-11-26 18:00:13+00:00
5456,96,15301,231,802323869084381184,2016-11-26 01:31:31+00:00
1288,17,6605,21,802265048156610560,2016-11-25 21:37:47+00:00
2451,37,8627,104,802239329049477120,2016-11-25 19:55:35+00:00
250,0,0,0,802185808107208704,2016-11-25 16:22:55+00:00
1592,27,7350,37,801958328846974976,2016-11-25 01:18:59+00:00
218,3,1721,0,801854953262350336,2016-11-24 18:28:13+00:00
1948,33,7798,59,801538201127157760,2016-11-23 21:29:33+00:00
770,24,5724,24,801285448605831168,2016-11-23 04:45:12+00:00
5492,130,23113,323,801167903437357056,2016-11-22 20:58:07+00:00
3691,0,0,0,801127390143516672,2016-11-22 18:17:08+00:00
1982,23,7663,67,801115127852503040,2016-11-22 17:28:25+00:00
90,1,644,0,800859414831898624,2016-11-22 00:32:18+00:00
1511,0,0,0,800855607700029440,2016-11-22 00:17:10+00:00
2618,54,10068,106,800751577355128832,2016-11-21 17:23:47+00:00
2817,80,12460,134,800513324630806528,2016-11-21 01:37:04+00:00
2056,27,9021,48,800459316964663296,2016-11-20 22:02:27+00:00
4011,0,0,0,800443802682937344,2016-11-20 21:00:48+00:00
2630,47,10577,79,800388270626521088,2016-11-20 17:20:08+00:00
3680,0,0,0,800188575492947968,2016-11-20 04:06:37+00:00
2383,45,14476,83,800141422401830912,2016-11-20 00:59:15+00:00
12263,199,26822,889,800018252395122688,2016-11-19 16:49:49+00:00
4354,0,0,0,799774291445383168,2016-11-19 00:40:24+00:00
1999,29,7949,55,799757965289017344,2016-11-18 23:35:32+00:00
1793,38,7672,112,799422933579902976,2016-11-18 01:24:14+00:00
5059,0,0,0,799308762079035392,2016-11-17 17:50:33+00:00
2551,32,9365,79,799297110730567680,2016-11-17 17:04:16+00:00
2335,58,7676,97,799063482566066176,2016-11-17 01:35:54+00:00
4143,75,12389,157,798933969379225600,2016-11-16 17:01:16+00:00
1355,34,7145,63,798925684722855936,2016-11-16 16:28:21+00:00
6190,0,0,0,798705661114773504,2016-11-16 01:54:03+00:00
7212,0,0,0,798701998996647936,2016-11-16 01:39:30+00:00
6074,0,0,0,798697898615730176,2016-11-16 01:23:12+00:00
4627,0,0,0,798694562394996736,2016-11-16 01:09:57+00:00
2172,0,0,0,798686750113755136,2016-11-16 00:38:54+00:00
4418,0,0,0,798682547630837760,2016-11-16 00:22:12+00:00
5204,0,0,0,798673117451325440,2016-11-15 23:44:44+00:00
3667,0,0,0,798665375516884992,2016-11-15 23:13:58+00:00
1738,0,0,0,798644042770751488,2016-11-15 21:49:12+00:00
1857,0,0,0,798628517273620480,2016-11-15 20:47:30+00:00
5254,0,0,0,798585098161549312,2016-11-15 17:54:59+00:00
5459,0,0,0,798576900688019456,2016-11-15 17:22:24+00:00
3131,0,0,0,798340744599797760,2016-11-15 01:44:00+00:00
2418,51,9897,96,798209839306514432,2016-11-14 17:03:50+00:00
2880,64,10923,113,797971864723324928,2016-11-14 01:18:12+00:00
4604,107,13837,270,797545162159308800,2016-11-12 21:02:38+00:00
6135,88,18874,261,797236660651966464,2016-11-12 00:36:46+00:00
24,0,212,1,797165961484890112,2016-11-11 19:55:50+00:00
8333,0,0,0,796904159865868288,2016-11-11 02:35:32+00:00
1825,44,7286,63,796865951799083008,2016-11-11 00:03:42+00:00
2820,37,11172,91,796759840936919040,2016-11-10 17:02:03+00:00
6708,0,0,0,796563435802726400,2016-11-10 04:01:37+00:00
1645,25,7165,40,796484825502875648,2016-11-09 22:49:15+00:00
3878,55,10428,160,796387464403357696,2016-11-09 16:22:22+00:00
13323,0,0,0,796177847564038144,2016-11-09 02:29:25+00:00
13323,114,30421,577,796149749086875648,2016-11-09 00:37:46+00:00
1680,16,4725,34,796125600683540480,2016-11-08 23:01:49+00:00
2244,48,8615,52,796116448414461952,2016-11-08 22:25:27+00:00
2158,51,7999,140,796080075804475392,2016-11-08 20:00:55+00:00
3492,52,10239,171,796031486298386432,2016-11-08 16:47:50+00:00
21888,348,46630,1152,795464331001561088,2016-11-07 03:14:10+00:00
2676,49,9477,92,795400264262053888,2016-11-06 22:59:35+00:00
5079,57,15309,162,795076730285391872,2016-11-06 01:33:58+00:00
3148,0,0,0,794983741416415232,2016-11-05 19:24:28+00:00
2153,45,9650,97,794926597468000256,2016-11-05 15:37:24+00:00
9632,0,0,0,794355576146903040,2016-11-04 01:48:22+00:00
2532,45,9106,98,794332329137291264,2016-11-04 00:15:59+00:00
3103,95,8747,162,794205286408003584,2016-11-03 15:51:10+00:00
4557,57,15864,94,793962221541933056,2016-11-02 23:45:19+00:00
1739,29,8746,53,793845145112371200,2016-11-02 16:00:06+00:00
2918,0,0,0,793614319594401792,2016-11-02 00:42:53+00:00
1511,33,7556,62,793601777308463104,2016-11-01 23:53:02+00:00
2225,30,10087,62,793500921481273344,2016-11-01 17:12:16+00:00
8571,104,23287,385,793286476301799424,2016-11-01 03:00:09+00:00
2239,21,8229,76,793271401113350144,2016-11-01 02:00:14+00:00
7772,72,18873,190,793256262322548736,2016-11-01 01:00:05+00:00
3064,34,9958,112,793241302385262592,2016-11-01 00:00:38+00:00
2706,30,9261,85,793226087023144960,2016-10-31 23:00:11+00:00
2600,53,8450,93,793210959003287552,2016-10-31 22:00:04+00:00
5256,55,14407,197,793195938047070208,2016-10-31 21:00:23+00:00
1858,53,6543,101,793180763617361920,2016-10-31 20:00:05+00:00
2620,36,8879,121,793165685325201408,2016-10-31 19:00:10+00:00
1592,30,5834,90,793150605191548928,2016-10-31 18:00:14+00:00
2348,16,6059,59,793135492858580992,2016-10-31 17:00:11+00:00
3671,38,11988,75,793120401413079040,2016-10-31 16:00:13+00:00
3699,42,13548,96,792913359805018112,2016-10-31 02:17:31+00:00
3991,62,10683,133,792883833364439040,2016-10-31 00:20:11+00:00
1569,32,6982,38,792773781206999040,2016-10-30 17:02:53+00:00
4005,54,12680,279,792394556390137856,2016-10-29 15:55:58+00:00
1665,57,6759,107,792050063153438720,2016-10-28 17:07:05+00:00
19629,0,0,0,791821351946420224,2016-10-28 01:58:16+00:00
8850,0,0,0,791784077045166080,2016-10-27 23:30:09+00:00
3544,0,0,0,791780927877898240,2016-10-27 23:17:38+00:00
20687,318,42636,1175,791774931465953280,2016-10-27 22:53:48+00:00
2918,43,11117,70,791672322847637504,2016-10-27 16:06:04+00:00
3844,129,12462,334,791406955684368384,2016-10-26 22:31:36+00:00
2358,39,8303,147,791312159183634432,2016-10-26 16:14:55+00:00
3792,0,0,0,791026214425268224,2016-10-25 21:18:40+00:00
1981,29,9284,51,790987426131050496,2016-10-25 18:44:32+00:00
4372,52,15826,154,790946055508652032,2016-10-25 16:00:09+00:00
2139,0,0,0,790723298204217344,2016-10-25 01:14:59+00:00
1798,45,7782,95,790698755171364864,2016-10-24 23:37:28+00:00
6623,134,19494,441,790581949425475584,2016-10-24 15:53:19+00:00
1763,28,7408,44,790337589677002752,2016-10-23 23:42:19+00:00
2944,47,11867,118,790277117346975744,2016-10-23 19:42:02+00:00
3294,0,0,0,790227638568808448,2016-10-23 16:25:25+00:00
2139,30,8783,61,789986466051088384,2016-10-23 00:27:05+00:00
3809,0,0,0,789960241177853952,2016-10-22 22:42:52+00:00
3871,90,9759,195,789903600034189312,2016-10-22 18:57:48+00:00
1638,25,7055,40,789628658055020544,2016-10-22 00:45:17+00:00
1787,21,6361,57,789599242079838208,2016-10-21 22:48:24+00:00
3148,40,11057,99,789530877013393408,2016-10-21 18:16:44+00:00
2130,24,8179,37,789314372632018944,2016-10-21 03:56:25+00:00
4576,0,0,0,789280767834746880,2016-10-21 01:42:53+00:00
2435,25,8629,55,789268448748703744,2016-10-21 00:53:56+00:00
2600,67,9206,205,789137962068021248,2016-10-20 16:15:26+00:00
11675,178,26000,545,788908386943430656,2016-10-20 01:03:11+00:00
9632,147,25833,533,788765914992902144,2016-10-19 15:37:03+00:00
6632,0,0,0,788552643979468800,2016-10-19 01:29:35+00:00
4908,47,14673,142,788412144018661376,2016-10-18 16:11:17+00:00
1967,37,6872,85,788178268662984704,2016-10-18 00:41:57+00:00
1196,52,5780,59,788150585577050112,2016-10-17 22:51:57+00:00
3200,0,0,0,788070120937619456,2016-10-17 17:32:13+00:00
1220,15,5776,37,788039637453406208,2016-10-17 15:31:05+00:00
2832,30,8129,63,787810552592695296,2016-10-17 00:20:47+00:00
2578,59,9690,121,787717603741622272,2016-10-16 18:11:26+00:00
2657,64,10302,105,787397959788929024,2016-10-15 21:01:17+00:00
1621,33,7373,46,787322443945877504,2016-10-15 16:01:13+00:00
6281,0,0,0,787111942498508800,2016-10-15 02:04:45+00:00
7404,146,25208,334,786963064373534720,2016-10-14 16:13:10+00:00
2269,0,0,0,786729988674449408,2016-10-14 00:47:00+00:00
5710,157,17327,362,786709082849828864,2016-10-13 23:23:56+00:00
2359,26,10029,74,786664955043049472,2016-10-13 20:28:35+00:00
2903,70,8957,194,786595970293370880,2016-10-13 15:54:28+00:00
3206,49,10253,103,786363235746385920,2016-10-13 00:29:39+00:00
2635,49,7547,105,786286427768250368,2016-10-12 19:24:27+00:00
4358,84,14368,155,786233965241827328,2016-10-12 15:55:59+00:00
145,13,1352,0,786051337297522688,2016-10-12 03:50:17+00:00
6480,0,0,0,786036967502913536,2016-10-12 02:53:11+00:00
2974,64,10776,180,785927819176054784,2016-10-11 19:39:28+00:00
1667,34,6322,68,785872687017132032,2016-10-11 16:00:24+00:00
2100,60,7435,124,785639753186217984,2016-10-11 00:34:48+00:00
1832,38,8559,62,785533386513321984,2016-10-10 17:32:08+00:00
1157,138,5774,30,785515384317313024,2016-10-10 16:20:36+00:00
1513,15,6891,38,785264754247995392,2016-10-09 23:44:41+00:00
4481,52,11335,138,785170936622350336,2016-10-09 17:31:53+00:00
3000,35,9551,89,784826020293709824,2016-10-08 18:41:19+00:00
2356,39,8471,100,784517518371221504,2016-10-07 22:15:26+00:00
1181,20,5434,36,784431430411685888,2016-10-07 16:33:21+00:00
7437,151,18900,586,784183165795655680,2016-10-07 00:06:50+00:00
10318,180,28011,427,784057939640352768,2016-10-06 15:49:14+00:00
10003,190,28306,600,783839966405230592,2016-10-06 01:23:05+00:00
1822,32,6956,39,783821107061198848,2016-10-06 00:08:09+00:00
2981,83,9836,97,783695101801398272,2016-10-05 15:47:27+00:00
2072,44,7945,70,783466772167098368,2016-10-05 00:40:09+00:00
5073,103,15956,286,783391753726550016,2016-10-04 19:42:03+00:00
5131,0,0,0,783347506784731136,2016-10-04 16:46:14+00:00
10840,169,27394,479,783334639985389568,2016-10-04 15:55:06+00:00
2017,40,7710,86,783085703974514688,2016-10-03 23:25:55+00:00
6865,109,22754,248,782969140009107456,2016-10-03 15:42:44+00:00
1316,19,7054,25,782747134529531904,2016-10-03 01:00:34+00:00
4995,124,16244,254,782722598790725632,2016-10-02 23:23:04+00:00
1763,52,7368,92,782598640137187328,2016-10-02 15:10:30+00:00
5113,95,15668,245,782305867769217024,2016-10-01 19:47:08+00:00
5710,0,0,0,782021823840026624,2016-10-01 00:58:26+00:00
3126,83,10539,183,781955203444699136,2016-09-30 20:33:43+00:00
2510,89,9843,112,781661882474196992,2016-09-30 01:08:10+00:00
1047,31,3764,85,781655249211752448,2016-09-30 00:41:48+00:00
5124,89,19533,135,781524693396357120,2016-09-29 16:03:01+00:00
2376,61,6724,189,781308096455073792,2016-09-29 01:42:20+00:00
1922,34,7898,67,781251288990355456,2016-09-28 21:56:36+00:00
2572,71,9244,102,781163403222056960,2016-09-28 16:07:23+00:00
6708,95,20445,238,780931614150983680,2016-09-28 00:46:20+00:00
1856,38,6781,88,780858289093574656,2016-09-27 19:54:58+00:00
1198,18,5176,43,780800785462489088,2016-09-27 16:06:28+00:00
3115,67,11400,156,780601303617732608,2016-09-27 02:53:48+00:00
1623,48,5938,78,780543529827336192,2016-09-26 23:04:13+00:00
3411,0,0,0,780496263422808064,2016-09-26 19:56:24+00:00
103,0,0,0,780476555013349376,2016-09-26 18:38:05+00:00
999,24,4980,31,780459368902959104,2016-09-26 17:29:48+00:00
2076,60,8185,61,780192070812196864,2016-09-25 23:47:39+00:00
2120,0,0,0,780092040432480256,2016-09-25 17:10:10+00:00
4556,83,11392,185,780074436359819264,2016-09-25 16:00:13+00:00
6480,98,17708,275,779834332596887552,2016-09-25 00:06:08+00:00
2873,96,8235,304,779377524342161408,2016-09-23 17:50:56+00:00
16942,0,0,0,779124354206535680,2016-09-23 01:04:56+00:00
4192,119,13846,283,779056095788752896,2016-09-22 20:33:42+00:00
6631,89,18697,229,778990705243029504,2016-09-22 16:13:51+00:00
9114,0,0,0,778774459159379968,2016-09-22 01:54:34+00:00
337,11,819,79,778764940568104960,2016-09-22 01:16:45+00:00
1203,44,6444,49,778748913645780992,2016-09-22 00:13:04+00:00
1384,38,5408,82,778650543019483136,2016-09-21 17:42:10+00:00
940,15,4329,35,778624900596654080,2016-09-21 16:00:17+00:00
3994,141,12835,709,778408200802557952,2016-09-21 01:39:11+00:00
11292,0,0,0,778396591732486144,2016-09-21 00:53:04+00:00
1018,32,5488,38,778383385161035776,2016-09-21 00:00:35+00:00
3054,80,9717,194,778286810187399168,2016-09-20 17:36:50+00:00
2454,64,7963,108,778039087836069888,2016-09-20 01:12:28+00:00
1490,43,6179,49,778027034220126208,2016-09-20 00:24:34+00:00
3256,0,0,0,777953400541634560,2016-09-19 19:31:59+00:00
1511,107,5986,96,777885040357281792,2016-09-19 15:00:20+00:00
2716,42,10587,62,777684233540206592,2016-09-19 01:42:24+00:00
3905,0,0,0,777641927919427584,2016-09-18 22:54:18+00:00
2332,39,8198,114,777621514455814144,2016-09-18 21:33:11+00:00
3972,81,13272,157,777189768882946048,2016-09-17 16:57:35+00:00
12542,0,0,0,776819012571455488,2016-09-16 16:24:19+00:00
1111,22,4595,32,776813020089548800,2016-09-16 16:00:31+00:00
2549,56,8217,210,776477788987613184,2016-09-15 17:48:25+00:00
8416,0,0,0,776249906839351296,2016-09-15 02:42:54+00:00
14647,175,28021,676,776218204058357760,2016-09-15 00:36:55+00:00
2330,69,9003,85,776201521193218048,2016-09-14 23:30:38+00:00
4011,76,11076,162,776113305656188928,2016-09-14 17:40:06+00:00
141,17,1713,26,776088319444877312,2016-09-14 16:00:49+00:00
15464,0,0,0,775898661951791104,2016-09-14 03:27:11+00:00
2454,92,11003,136,775842724423557120,2016-09-13 23:44:54+00:00
3691,83,13035,131,775733305207554048,2016-09-13 16:30:07+00:00
4262,189,12242,794,775729183532220416,2016-09-13 16:13:44+00:00
2708,38,6923,131,775364825476165632,2016-09-12 16:05:54+00:00
3614,115,9548,371,775350846108426240,2016-09-12 15:10:21+00:00
4354,95,14587,226,775085132600442880,2016-09-11 21:34:30+00:00
1650,86,8112,129,774757898236878848,2016-09-10 23:54:11+00:00
1610,27,6346,45,774639387460112384,2016-09-10 16:03:16+00:00
5059,127,20473,93,774314403806253056,2016-09-09 18:31:54+00:00
3575,63,10127,161,773985732834758656,2016-09-08 20:45:53+00:00
1619,37,6042,99,773922284943896576,2016-09-08 16:33:46+00:00
1494,31,6222,51,773704687002451968,2016-09-08 02:09:06+00:00
1220,37,5041,50,773670353721753600,2016-09-07 23:52:41+00:00
5669,102,20772,234,773547596996571136,2016-09-07 15:44:53+00:00
4653,0,0,0,773336787167145984,2016-09-07 01:47:12+00:00
6929,180,21918,575,773308824254029824,2016-09-06 23:56:05+00:00
2993,49,8856,160,773247561583001600,2016-09-06 19:52:39+00:00
3791,86,9357,239,773191612633579520,2016-09-06 16:10:20+00:00
3568,70,8024,317,772877495989305344,2016-09-05 19:22:09+00:00
2201,39,7550,70,772826264096874496,2016-09-05 15:58:34+00:00
3107,0,0,0,772615324260794368,2016-09-05 02:00:22+00:00
1579,37,6088,60,772581559778025472,2016-09-04 23:46:12+00:00
1285,37,5663,64,772193107915964416,2016-09-03 22:02:38+00:00
1048,18,3580,43,772152991789019136,2016-09-03 19:23:13+00:00
686,26,3539,65,772117678702071808,2016-09-03 17:02:54+00:00
440,19,2576,33,772114945936949248,2016-09-03 16:52:02+00:00
861,18,3763,48,772102971039580160,2016-09-03 16:04:27+00:00
1749,30,6163,21,771908950375665664,2016-09-03 03:13:29+00:00
3131,53,11249,148,771770456517009408,2016-09-02 18:03:10+00:00
2414,86,7747,119,771500966810099712,2016-09-02 00:12:18+00:00
4653,45,9887,225,771380798096281600,2016-09-01 16:14:48+00:00
6868,0,0,0,771171053431250944,2016-09-01 02:21:21+00:00
2700,43,8582,80,771136648247640064,2016-09-01 00:04:38+00:00
1325,22,5849,36,771102124360998912,2016-08-31 21:47:27+00:00
1533,36,6465,38,771014301343748096,2016-08-31 15:58:28+00:00
1100,29,4606,48,770787852854652928,2016-08-31 00:58:39+00:00
1320,28,4875,54,770772759874076672,2016-08-30 23:58:40+00:00
1663,43,6903,58,770655142660169728,2016-08-30 16:11:18+00:00
1921,51,5927,87,770414278348247040,2016-08-30 00:14:12+00:00
1351,45,5837,64,770293558247038976,2016-08-29 16:14:30+00:00
2803,0,0,0,770093767776997376,2016-08-29 03:00:36+00:00
2117,36,7123,75,770069151037685760,2016-08-29 01:22:47+00:00
8807,122,29212,473,769940425801170944,2016-08-28 16:51:16+00:00
1559,40,6025,35,769695466921623552,2016-08-28 00:37:54+00:00
7105,0,0,0,769335591808995328,2016-08-27 00:47:53+00:00
1592,49,5069,73,769212283578875904,2016-08-26 16:37:54+00:00
5977,116,13362,393,768970937022709760,2016-08-26 00:38:52+00:00
2429,0,0,0,768909767477751808,2016-08-25 20:35:48+00:00
819,22,3918,38,768855141948723200,2016-08-25 16:58:45+00:00
1094,40,3845,68,768609597686943744,2016-08-25 00:43:02+00:00
1184,26,4726,43,768596291618299904,2016-08-24 23:50:10+00:00
5368,0,0,0,768554158521745408,2016-08-24 21:02:45+00:00
3151,78,12742,232,768473857036525568,2016-08-24 15:43:39+00:00
3256,152,10156,210,768193404517830656,2016-08-23 21:09:14+00:00
1263,43,4455,49,767884188863397888,2016-08-23 00:40:31+00:00
4938,58,14943,166,767754930266464256,2016-08-22 16:06:54+00:00
2141,46,7026,101,767500508068192256,2016-08-21 23:15:55+00:00
3457,43,11502,82,767191397493538816,2016-08-21 02:47:37+00:00
2630,49,9521,133,767122157629476864,2016-08-20 22:12:29+00:00
1249,38,4732,79,766793450729734144,2016-08-20 00:26:19+00:00
345,8,2458,8,766714921925144576,2016-08-19 19:14:16+00:00
727,34,3785,56,766693177336135680,2016-08-19 17:47:52+00:00
1449,28,5616,68,766423258543644672,2016-08-18 23:55:18+00:00
1728,43,6326,87,766313316352462848,2016-08-18 16:38:26+00:00
2410,0,0,0,766078092750233600,2016-08-18 01:03:45+00:00
770,22,3926,45,766069199026450432,2016-08-18 00:28:24+00:00
456,20,3524,10,766008592277377024,2016-08-17 20:27:34+00:00
