retweet_count,reply_count,like_count,quote_count,tweet_id,created_at
1986,39,6786,55,765719909049503744,2016-08-17 01:20:27+00:00
1128,34,4845,92,765669560888528896,2016-08-16 22:00:23+00:00
3099,113,25060,62,765395769549590528,2016-08-16 03:52:26+00:00
1997,32,6664,63,765371061932261376,2016-08-16 02:14:15+00:00
3107,54,10894,103,765222098633691136,2016-08-15 16:22:20+00:00
1642,37,6063,80,764857477905154048,2016-08-14 16:13:27+00:00
1384,38,5621,69,764259802650378240,2016-08-13 00:38:30+00:00
49,0,730,0,763956972077010944,2016-08-12 04:35:10+00:00
3792,90,11723,334,763837565564780544,2016-08-11 20:40:41+00:00
1352,59,5048,70,763183847194451968,2016-08-10 01:23:03+00:00
2743,0,0,0,763167063695355904,2016-08-10 00:16:21+00:00
2109,46,6907,87,763103485927849984,2016-08-09 20:03:43+00:00
3294,95,11332,234,762699858130116608,2016-08-08 17:19:51+00:00
5887,82,10486,328,762471784394268672,2016-08-08 02:13:34+00:00
3809,65,9616,203,762464539388485632,2016-08-08 01:44:46+00:00
1027,17,4491,27,762316489655476224,2016-08-07 15:56:28+00:00
14242,296,29736,1596,762035686371364864,2016-08-06 21:20:40+00:00
1817,51,5031,84,761976711479193600,2016-08-06 17:26:19+00:00
3575,0,0,0,761750502866649088,2016-08-06 02:27:27+00:00
792,23,4005,24,761745352076779520,2016-08-06 02:06:59+00:00
26632,559,46170,2895,761672994376806400,2016-08-05 21:19:27+00:00
1096,19,3875,41,761599872357261312,2016-08-05 16:28:54+00:00
16588,0,0,0,761371037149827072,2016-08-05 01:19:35+00:00
1332,36,4813,39,761334018830917632,2016-08-04 22:52:29+00:00
998,39,4174,56,761292947749015552,2016-08-04 20:09:17+00:00
1437,46,4985,75,761227390836215808,2016-08-04 15:48:47+00:00
3200,43,10625,112,761004547850530816,2016-08-04 01:03:17+00:00
886,21,3564,42,760893934457552896,2016-08-03 17:43:45+00:00
1744,34,6161,71,760656994973933568,2016-08-03 02:02:14+00:00
1185,19,4660,43,760641137271070720,2016-08-03 00:59:13+00:00
3325,64,7060,206,760539183865880576,2016-08-02 18:14:06+00:00
1278,18,3911,58,760521673607086080,2016-08-02 17:04:31+00:00
10532,277,25014,1409,760290219849637888,2016-08-02 01:44:48+00:00
795,30,3697,26,760252756032651264,2016-08-01 23:15:56+00:00
1645,52,5335,89,760190180481531904,2016-08-01 19:07:17+00:00
28,0,0,0,760153949710192640,2016-08-01 16:43:19+00:00
1926,55,5516,144,759943073749200896,2016-08-01 02:45:22+00:00
1793,49,6271,118,759846353224826880,2016-07-31 20:21:02+00:00
1756,38,5568,75,759793422261743616,2016-07-31 16:50:42+00:00
1101,21,4389,38,759557299618865152,2016-07-31 01:12:26+00:00
2269,61,7924,94,759447681597108224,2016-07-30 17:56:51+00:00
453,14,1560,5,759446261539934208,2016-07-30 17:51:13+00:00
1798,30,5687,76,759197388317847552,2016-07-30 01:22:17+00:00
1065,0,0,0,759159934323924992,2016-07-29 22:53:27+00:00
3808,82,13589,136,759099523532779520,2016-07-29 18:53:24+00:00
1844,41,6056,67,759047813560868864,2016-07-29 15:27:55+00:00
838,23,3317,42,758854675097526272,2016-07-29 02:40:28+00:00
3541,78,10447,248,758828659922702336,2016-07-29 00:57:05+00:00
1496,29,5366,67,758740312047005696,2016-07-28 19:06:01+00:00
912,17,3548,36,758474966123810816,2016-07-28 01:31:38+00:00
2026,46,4465,182,758467244762497024,2016-07-28 01:00:57+00:00
1757,36,4862,137,758405701903519744,2016-07-27 20:56:24+00:00
956,26,3144,56,758355060040593408,2016-07-27 17:35:10+00:00
9114,149,17662,552,758099635764359168,2016-07-27 00:40:12+00:00
338,95,2523,22,758041019896193024,2016-07-26 20:47:17+00:00
3015,29,6391,125,757741869644341248,2016-07-26 00:58:34+00:00
7184,0,0,0,757729163776290816,2016-07-26 00:08:05+00:00
1108,17,4247,37,757725642876129280,2016-07-25 23:54:05+00:00
1004,21,4284,68,757611664640446464,2016-07-25 16:21:11+00:00
277,0,0,0,757597904299253760,2016-07-25 15:26:30+00:00
954,26,4063,28,757596066325864448,2016-07-25 15:19:12+00:00
6298,86,14110,290,757400162377592832,2016-07-25 02:20:45+00:00
1574,33,5431,53,757393109802180608,2016-07-25 01:52:43+00:00
1298,28,4202,62,757354760399941632,2016-07-24 23:20:20+00:00
1830,41,5859,105,756998049151549440,2016-07-23 23:42:53+00:00
1831,32,6196,71,756939218950160384,2016-07-23 19:49:07+00:00
1190,20,4686,66,756651752796094464,2016-07-23 00:46:50+00:00
3287,65,9681,110,756526248105566208,2016-07-22 16:28:07+00:00
1002,25,3684,53,756303284449767424,2016-07-22 01:42:09+00:00
16258,338,41095,705,756288534030475264,2016-07-22 00:43:32+00:00
1402,22,5964,57,756275833623502848,2016-07-21 23:53:04+00:00
2618,76,6812,147,755955933503782912,2016-07-21 02:41:54+00:00
4892,61,15264,330,755206590534418432,2016-07-19 01:04:16+00:00
10155,171,19677,714,755110668769038336,2016-07-18 18:43:07+00:00
7217,0,0,0,754874841593970688,2016-07-18 03:06:01+00:00
2307,30,6431,76,754856583969079296,2016-07-18 01:53:28+00:00
476,18,2409,16,754747087846248448,2016-07-17 18:38:22+00:00
1785,54,4918,89,754482103782404096,2016-07-17 01:05:25+00:00
671,25,3496,36,754449512966619136,2016-07-16 22:55:55+00:00
2158,42,7369,104,754120377874386944,2016-07-16 01:08:03+00:00
1987,45,5437,104,753655901052166144,2016-07-14 18:22:23+00:00
3227,75,7319,193,753420520834629632,2016-07-14 02:47:04+00:00
1725,28,5342,108,753398408988139520,2016-07-14 01:19:12+00:00
2120,79,7118,105,753375668877008896,2016-07-13 23:48:51+00:00
5191,0,0,0,753298634498793472,2016-07-13 18:42:44+00:00
955,19,3121,18,753294487569522688,2016-07-13 18:26:16+00:00
19122,508,34513,1994,753039830821511168,2016-07-13 01:34:21+00:00
874,22,3643,60,753026973505581056,2016-07-13 00:43:15+00:00
6281,108,11731,321,752932432744185856,2016-07-12 18:27:35+00:00
1437,30,6494,55,752917284578922496,2016-07-12 17:27:23+00:00
2608,0,0,0,752701944171524096,2016-07-12 03:11:42+00:00
1456,36,5585,47,752682090207055872,2016-07-12 01:52:49+00:00
1418,22,4069,34,752660715232722944,2016-07-12 00:27:52+00:00
2078,39,5106,118,752568224206688256,2016-07-11 18:20:21+00:00
3148,49,6837,158,752519690950500352,2016-07-11 15:07:30+00:00
1006,32,3587,49,752334515931054080,2016-07-11 02:51:40+00:00
14861,0,0,0,752309394570878976,2016-07-11 01:11:51+00:00
1667,24,5530,43,752173152931807232,2016-07-10 16:10:29+00:00
830,16,2844,35,751950017322246144,2016-07-10 01:23:49+00:00
1195,32,4821,63,751937170840121344,2016-07-10 00:32:46+00:00
1784,25,5427,62,751830394383790080,2016-07-09 17:28:29+00:00
2609,51,5381,168,751793661361422336,2016-07-09 15:02:31+00:00
2822,40,7390,115,751598357617971200,2016-07-09 02:06:27+00:00
1001,24,4093,25,751583847268179968,2016-07-09 01:08:47+00:00
1144,36,4702,50,751538714308972544,2016-07-08 22:09:27+00:00
920,39,2997,146,751456908746354688,2016-07-08 16:44:23+00:00
5373,143,11705,567,751251247299190784,2016-07-08 03:07:09+00:00
1661,12,5892,36,751205363882532864,2016-07-08 00:04:50+00:00
1180,30,4718,41,751132876104687616,2016-07-07 19:16:47+00:00
1242,28,4442,87,750868782890057728,2016-07-07 01:47:22+00:00
4576,73,12229,216,750719632563142656,2016-07-06 15:54:42+00:00
1046,51,4128,34,750506206503038976,2016-07-06 01:46:38+00:00
3905,94,12281,171,750429297815552000,2016-07-05 20:41:01+00:00
1038,25,4256,44,750383411068534784,2016-07-05 17:38:41+00:00
26,1,668,0,750381685133418496,2016-07-05 17:31:49+00:00
873,17,2901,11,750147208377409536,2016-07-05 02:00:06+00:00
1174,14,3356,33,750132105863102464,2016-07-05 01:00:05+00:00
1204,25,4040,44,750117059602808832,2016-07-05 00:00:18+00:00
773,5,2838,19,750101899009982464,2016-07-04 23:00:03+00:00
490,13,2022,16,750086836815486976,2016-07-04 22:00:12+00:00
3023,39,7231,159,750071704093859840,2016-07-04 21:00:04+00:00
817,11,2949,24,750056684286914560,2016-07-04 20:00:23+00:00
565,13,2956,23,750041628174217216,2016-07-04 19:00:33+00:00
717,14,2523,20,750026558547456000,2016-07-04 18:00:41+00:00
819,18,3000,20,750011400160841728,2016-07-04 17:00:26+00:00
754,10,2823,17,749996283729883136,2016-07-04 16:00:22+00:00
2271,25,4771,56,749981277374128128,2016-07-04 15:00:45+00:00
1205,35,4345,63,749774190421639168,2016-07-04 01:17:51+00:00
1507,44,5661,91,749417653287129088,2016-07-03 01:41:06+00:00
489,14,2433,10,749403093750648832,2016-07-03 00:43:15+00:00
3143,65,7942,102,749395845976588288,2016-07-03 00:14:27+00:00
2040,45,5086,98,749317047558017024,2016-07-02 19:01:20+00:00
1878,37,5354,74,749075273010798592,2016-07-02 03:00:36+00:00
1401,38,4492,90,749064354620928000,2016-07-02 02:17:13+00:00
728,33,2877,25,749036806121881600,2016-07-02 00:27:45+00:00
3124,50,9999,68,748977405889503232,2016-07-01 20:31:43+00:00
2052,33,5399,54,748932637671223296,2016-07-01 17:33:49+00:00
873,33,2580,73,748705597323898880,2016-07-01 02:31:39+00:00
1452,32,4400,68,748699167502000128,2016-07-01 02:06:06+00:00
1224,50,3944,43,748692773788876800,2016-07-01 01:40:41+00:00
1802,58,5620,61,748575535303884800,2016-06-30 17:54:50+00:00
606,26,2042,49,748568946752774144,2016-06-30 17:28:39+00:00
1119,43,4841,36,748346686624440320,2016-06-30 02:45:28+00:00
3723,67,7041,224,748337862848962560,2016-06-30 02:10:24+00:00
689,13,3444,22,748324050481647616,2016-06-30 01:15:31+00:00
652,16,3436,19,748307329658011648,2016-06-30 00:09:04+00:00
7085,213,13106,477,748220828303695872,2016-06-29 18:25:21+00:00
1950,39,5368,85,747963614829678592,2016-06-29 01:23:16+00:00
2346,55,6158,107,747933425676525568,2016-06-28 23:23:19+00:00
878,22,2713,25,747885874273214464,2016-06-28 20:14:22+00:00
673,26,2619,31,747844099428986880,2016-06-28 17:28:22+00:00
1053,43,4489,56,747816857231626240,2016-06-28 15:40:07+00:00
143,5,1270,2,747651430853525504,2016-06-28 04:42:46+00:00
5307,119,11936,266,747648653817413632,2016-06-28 04:31:44+00:00
520,21,2165,25,747600769478692864,2016-06-28 01:21:27+00:00
946,31,3413,44,747594051852075008,2016-06-28 00:54:46+00:00
1470,28,5110,43,747512671126323200,2016-06-27 19:31:23+00:00
938,10,3582,35,747461612269887488,2016-06-27 16:08:30+00:00
1749,32,5025,100,747439450712596480,2016-06-27 14:40:26+00:00
2620,0,0,0,747242308580548608,2016-06-27 01:37:04+00:00
1433,33,4878,80,747219827526344704,2016-06-27 00:07:44+00:00
828,14,3117,16,747204161125646336,2016-06-26 23:05:29+00:00
3612,67,8864,147,747103485104099328,2016-06-26 16:25:26+00:00
269,27,2710,11,746906459439529984,2016-06-26 03:22:31+00:00
1935,43,5552,62,746872823977771008,2016-06-26 01:08:52+00:00
1591,27,4938,45,746818907684614144,2016-06-25 21:34:37+00:00
1456,32,4509,64,746790600704425984,2016-06-25 19:42:08+00:00
3544,76,8817,191,746757706116112384,2016-06-25 17:31:25+00:00
1633,34,5619,49,746726898085036032,2016-06-25 15:29:00+00:00
1741,49,4676,66,746542875601690624,2016-06-25 03:17:46+00:00
898,0,0,0,746521445350707200,2016-06-25 01:52:36+00:00
989,23,4335,33,746507379341139968,2016-06-25 00:56:43+00:00
1482,36,5748,61,746369468511756288,2016-06-24 15:48:42+00:00
1992,47,6372,78,746131877086527488,2016-06-24 00:04:36+00:00
738,21,3313,50,746056683365994496,2016-06-23 19:05:49+00:00
961,19,3656,32,745789745784041472,2016-06-23 01:25:06+00:00
2120,53,6486,56,745712589599014912,2016-06-22 20:18:30+00:00
2301,53,6527,66,745433870967832576,2016-06-22 01:50:58+00:00
2190,52,7931,63,745422732645535744,2016-06-22 01:06:43+00:00
2473,37,6593,74,745314880350101504,2016-06-21 17:58:09+00:00
3176,67,7246,198,745074613265149952,2016-06-21 02:03:25+00:00
2049,35,6738,84,745057283344719872,2016-06-21 00:54:33+00:00
566,19,2734,34,744995568523612160,2016-06-20 20:49:19+00:00
2436,43,7287,96,744971049620602880,2016-06-20 19:11:53+00:00
1430,34,5210,39,744709971296780288,2016-06-20 01:54:27+00:00
1924,38,6325,60,744334592493166592,2016-06-19 01:02:50+00:00
70384,1120,144339,3705,744234799360020480,2016-06-18 18:26:18+00:00
324,15,1531,10,744223424764059648,2016-06-18 17:41:06+00:00
1000,27,3886,67,743980027717509120,2016-06-18 01:33:55+00:00
875,12,3397,14,743895849529389056,2016-06-17 19:59:26+00:00
1862,0,0,0,743835915802583040,2016-06-17 16:01:16+00:00
1268,20,4151,28,743609206067040256,2016-06-17 01:00:24+00:00
5938,169,16907,325,743595368194129920,2016-06-17 00:05:25+00:00
859,22,3268,44,743545585370791936,2016-06-16 20:47:36+00:00
3410,75,7399,339,743510151680958464,2016-06-16 18:26:48+00:00
1117,20,3923,6,743253157753532416,2016-06-16 01:25:36+00:00
1728,36,5718,7,743222593470234624,2016-06-15 23:24:09+00:00
1232,32,3552,14,743210557239623680,2016-06-15 22:36:19+00:00
3269,43,6541,29,742534281772302336,2016-06-14 01:49:03+00:00
1790,29,4093,14,742528092657332224,2016-06-14 01:24:27+00:00
3588,29,6735,8,742465774154047488,2016-06-13 21:16:49+00:00
3411,86,9071,138,742423170473463808,2016-06-13 18:27:32+00:00
1772,26,6273,50,742385895052087296,2016-06-13 15:59:24+00:00
1242,29,3988,3,742161199639494656,2016-06-13 01:06:33+00:00
1394,86,4698,13,742150209887731712,2016-06-13 00:22:53+00:00
1380,22,4209,9,741793263812808704,2016-06-12 00:44:30+00:00
2489,35,7533,17,741743634094141440,2016-06-11 21:27:17+00:00
744,26,3410,3,741438259667034112,2016-06-11 01:13:51+00:00
2911,51,8109,54,741303864243200000,2016-06-10 16:19:48+00:00
5005,100,9201,80,741099773336379392,2016-06-10 02:48:49+00:00
2803,41,8837,36,741067306818797568,2016-06-10 00:39:48+00:00
2460,82,5810,35,740995100998766592,2016-06-09 19:52:53+00:00
859,23,3141,0,740711788199743488,2016-06-09 01:07:06+00:00
706,25,2645,4,740699697422163968,2016-06-09 00:19:04+00:00
6190,111,16793,129,740676976021798912,2016-06-08 22:48:46+00:00
12097,177,32485,322,740373189193256960,2016-06-08 02:41:38+00:00
385,7,2244,0,740365076218183680,2016-06-08 02:09:24+00:00
794,25,3044,2,740359016048689152,2016-06-08 01:45:19+00:00
1780,28,6172,0,740214038584557568,2016-06-07 16:09:13+00:00
5368,96,18455,89,739979191639244800,2016-06-07 00:36:02+00:00
983,14,3747,1,739932936087216128,2016-06-06 21:32:13+00:00
785,17,3518,0,739844404073074688,2016-06-06 15:40:26+00:00
1236,11,3491,4,739623569819336704,2016-06-06 01:02:55+00:00
1490,29,4977,1,739606147276148736,2016-06-05 23:53:41+00:00
19201,195,36387,99,739544079319588864,2016-06-05 19:47:03+00:00
2635,57,6585,9,739485634323156992,2016-06-05 15:54:48+00:00
52673,839,106856,1107,739238157791694848,2016-06-04 23:31:25+00:00
6,0,89,0,738891149612572672,2016-06-04 00:32:32+00:00
1042,20,3494,0,738885046782832640,2016-06-04 00:08:17+00:00
719,24,3036,1,738883359779196928,2016-06-04 00:01:35+00:00
1392,22,4696,3,738537504001953792,2016-06-03 01:07:16+00:00
737,18,3003,2,738402415918125056,2016-06-02 16:10:29+00:00
1104,29,3965,3,738184450748633088,2016-06-02 01:44:22+00:00
3028,64,8053,48,738166403467907072,2016-06-02 00:32:39+00:00
583,37,2280,5,738156290900254720,2016-06-01 23:52:28+00:00
1601,31,4821,2,737826014890496000,2016-06-01 02:00:04+00:00
3162,54,9242,6,737800304142471168,2016-06-01 00:17:54+00:00
1193,25,4622,1,737678689543020544,2016-05-31 16:14:39+00:00
4043,56,9422,5,737445876994609152,2016-05-31 00:49:32+00:00
730,10,3316,0,737322739594330112,2016-05-30 16:40:14+00:00
6732,110,13492,54,737310737551491072,2016-05-30 15:52:33+00:00
1538,25,3870,0,736736130620620800,2016-05-29 01:49:16+00:00
6632,108,16301,183,736392552031657984,2016-05-28 03:04:00+00:00
1111,17,3656,0,736365877722001408,2016-05-28 01:18:00+00:00
2536,44,7474,6,736225175608430592,2016-05-27 15:58:54+00:00
2694,30,7231,24,736010884653420544,2016-05-27 01:47:23+00:00
1032,33,3291,0,735991953473572864,2016-05-27 00:32:10+00:00
1007,24,3722,2,735648611367784448,2016-05-26 01:47:51+00:00
2137,53,5649,1,735635087207878656,2016-05-26 00:54:06+00:00
4533,78,12018,28,735274964362878976,2016-05-25 01:03:06+00:00
801,17,3056,1,735256018284875776,2016-05-24 23:47:49+00:00
878,13,2873,2,735137028879360000,2016-05-24 15:55:00+00:00
471,9,2538,0,734912297295085568,2016-05-24 01:02:00+00:00
5744,47,11535,37,734787690684657664,2016-05-23 16:46:51+00:00
487,12,2312,1,734776360183431168,2016-05-23 16:01:50+00:00
353,7,1373,0,734559631394082816,2016-05-23 01:40:38+00:00
714,13,3300,0,733828123016450048,2016-05-21 01:13:53+00:00
922,26,3384,1,733822306246479872,2016-05-21 00:50:46+00:00
852,17,2875,0,733482008106668032,2016-05-20 02:18:32+00:00
1135,35,3866,0,733460102733135872,2016-05-20 00:51:30+00:00
15464,232,49258,283,733109485275860992,2016-05-19 01:38:16+00:00
481,13,2224,0,732732193018155008,2016-05-18 00:39:02+00:00
794,24,3287,2,732726085725589504,2016-05-18 00:14:46+00:00
712,8,3353,0,732585889486888960,2016-05-17 14:57:41+00:00
2275,40,7418,20,732375214819057664,2016-05-17 01:00:32+00:00
4863,48,13666,24,732005617171337216,2016-05-16 00:31:53+00:00
899,31,3216,1,731285275100512256,2016-05-14 00:49:30+00:00
1140,26,3542,3,731156023742988288,2016-05-13 16:15:54+00:00
1781,49,5629,5,730924654643314688,2016-05-13 00:56:32+00:00
1909,40,4454,5,730573383004487680,2016-05-12 01:40:42+00:00
937,31,3195,1,730427201120833536,2016-05-11 15:59:50+00:00
956,17,3481,0,730211855403241472,2016-05-11 01:44:07+00:00
1700,73,4435,3,730196704625098752,2016-05-11 00:43:55+00:00
1012,19,3710,0,729854734790754304,2016-05-10 02:05:03+00:00
338,17,1600,0,729838605770891264,2016-05-10 01:00:58+00:00
1123,17,3647,2,729823566028484608,2016-05-10 00:01:12+00:00
2083,17,5305,2,729463711119904768,2016-05-09 00:11:16+00:00
287,9,1737,0,729113531270991872,2016-05-08 00:59:46+00:00
736,13,2880,1,728986383096946688,2016-05-07 16:34:32+00:00
1535,32,4282,2,728760639972315136,2016-05-07 01:37:30+00:00
614,20,2538,0,728751179681943552,2016-05-07 00:59:55+00:00
946,35,3058,1,728653952833728512,2016-05-06 18:33:34+00:00
1821,45,4492,4,728409960103686144,2016-05-06 02:24:02+00:00
875,31,3420,1,728387165835677696,2016-05-06 00:53:27+00:00
1082,22,3926,1,728046963732717568,2016-05-05 02:21:37+00:00
1507,22,4157,1,728035342121635840,2016-05-05 01:35:26+00:00
990,17,3783,0,728015554473250816,2016-05-05 00:16:48+00:00
573,26,2721,1,727685679342333952,2016-05-04 02:26:00+00:00
1584,50,5381,2,727644517743104000,2016-05-03 23:42:26+00:00
1080,22,4102,3,727524757080539136,2016-05-03 15:46:33+00:00
670,11,3061,0,727314416056803328,2016-05-03 01:50:44+00:00
744,22,2821,2,727286334147182592,2016-05-02 23:59:09+00:00
1240,31,3586,2,727175381690781696,2016-05-02 16:38:15+00:00
1197,46,3321,0,727155742655025152,2016-05-02 15:20:13+00:00
2199,46,6290,2,726935089318363136,2016-05-02 00:43:25+00:00
1365,26,3527,1,726887082820554752,2016-05-01 21:32:40+00:00
912,22,3301,0,726828223124897792,2016-05-01 17:38:46+00:00
1042,26,4074,0,726224900189511680,2016-04-30 01:41:23+00:00
2410,46,6518,61,725842289046749184,2016-04-29 00:21:01+00:00
1241,25,3845,1,725786712245440512,2016-04-28 20:40:11+00:00
1605,38,4791,0,725729321944506368,2016-04-28 16:52:08+00:00
554,23,1299,0,725458796924002304,2016-04-27 22:57:10+00:00
1166,45,3440,1,724983749226668032,2016-04-26 15:29:30+00:00
567,9,2150,0,724771698126512128,2016-04-26 01:26:53+00:00
1508,25,4864,0,724405726123311104,2016-04-25 01:12:38+00:00
1616,30,3975,1,724049859469295616,2016-04-24 01:38:33+00:00
512,12,2452,1,724046343203856384,2016-04-24 01:24:35+00:00
1387,17,3828,0,724004602748780544,2016-04-23 22:38:43+00:00
1124,28,3584,1,723912936180330496,2016-04-23 16:34:28+00:00
2636,38,7035,13,723688335806480384,2016-04-23 01:41:59+00:00
813,19,2786,0,723673163800948736,2016-04-23 00:41:42+00:00
1687,40,4860,15,723179728551723008,2016-04-21 16:00:57+00:00
1430,26,3763,1,722974582966214656,2016-04-21 02:25:47+00:00
1492,45,4585,0,722613351520608256,2016-04-20 02:30:23+00:00
1643,75,4220,3,721503162398597120,2016-04-17 00:58:53+00:00
551,11,2343,2,721001180231503872,2016-04-15 15:44:11+00:00
698,23,2860,0,720785406564900864,2016-04-15 01:26:47+00:00
564,21,2251,0,720775346191278080,2016-04-15 00:46:48+00:00
1355,30,3782,1,720415127506415616,2016-04-14 00:55:25+00:00
2259,60,5859,2,720389942216527872,2016-04-13 23:15:21+00:00
873,21,2617,2,720340705894408192,2016-04-13 19:59:42+00:00
1017,20,3550,0,720059472081784832,2016-04-13 01:22:10+00:00
1814,41,4566,1,720043174954147840,2016-04-13 00:17:25+00:00
1589,23,4475,1,719991154352222208,2016-04-12 20:50:42+00:00
1293,17,4170,0,719704490224398336,2016-04-12 01:51:36+00:00
1708,27,4644,1,719551379208073216,2016-04-11 15:43:12+00:00
686,18,2599,0,719367763014393856,2016-04-11 03:33:34+00:00
1118,29,4094,0,719339463458033664,2016-04-11 01:41:07+00:00
855,17,3178,0,719332531645071360,2016-04-11 01:13:34+00:00
984,26,3201,0,718971898235854848,2016-04-10 01:20:33+00:00
1580,31,4800,1,718939241951195136,2016-04-09 23:10:47+00:00
7212,87,17311,85,718631497683582976,2016-04-09 02:47:55+00:00
427,22,2251,0,718613305783398400,2016-04-09 01:35:37+00:00
920,20,2242,0,718540630683709440,2016-04-08 20:46:50+00:00
474,8,2501,1,718460005985447936,2016-04-08 15:26:28+00:00
1375,14,4503,1,718454725339934720,2016-04-08 15:05:29+00:00
446,21,1758,0,718246886998687744,2016-04-08 01:19:36+00:00
912,20,3561,0,718234618122661888,2016-04-08 00:30:51+00:00
542,19,2268,0,717841801130979328,2016-04-06 22:29:56+00:00
985,20,2631,2,717790033953034240,2016-04-06 19:04:14+00:00
1657,41,5307,0,717537687239008256,2016-04-06 02:21:30+00:00
406,16,1475,0,717428917016076288,2016-04-05 19:09:17+00:00
756,18,2887,2,717421804990701568,2016-04-05 18:41:02+00:00
1733,41,5793,16,717047459982213120,2016-04-04 17:53:31+00:00
867,22,2973,1,717009362452090880,2016-04-04 15:22:08+00:00
1048,17,3960,1,716802964044845056,2016-04-04 01:41:58+00:00
1457,48,7740,22,716791146589110272,2016-04-04 00:55:01+00:00
396,17,1132,0,716730379797970944,2016-04-03 20:53:33+00:00
5303,127,11978,7,716447146686459904,2016-04-03 02:08:05+00:00
189,11,2192,0,716439118184652800,2016-04-03 01:36:11+00:00
964,21,2554,1,716285507865542656,2016-04-02 15:25:47+00:00
1703,27,6240,6,716080869887381504,2016-04-02 01:52:38+00:00
793,25,2928,0,715928423106027520,2016-04-01 15:46:52+00:00
1283,34,3410,2,715758151270801408,2016-04-01 04:30:16+00:00
1525,41,4278,0,715733265223708672,2016-04-01 02:51:22+00:00
512,11,2554,1,715704790270025728,2016-04-01 00:58:13+00:00
1162,33,3607,2,715696743237730304,2016-04-01 00:26:15+00:00
1441,29,3965,1,715680795826982912,2016-03-31 23:22:53+00:00
1409,39,5031,1,715360349751484416,2016-03-31 02:09:32+00:00
621,21,2788,5,715342466308784128,2016-03-31 00:58:29+00:00
587,10,2204,0,715220193576927232,2016-03-30 16:52:36+00:00
1682,28,4746,1,715200624753819648,2016-03-30 15:34:51+00:00
1104,25,3813,0,715009755312439296,2016-03-30 02:56:24+00:00
931,20,3425,0,714982300363173888,2016-03-30 01:07:18+00:00
3830,146,6744,2,714962719905021952,2016-03-29 23:49:30+00:00
1277,20,3808,2,714957620017307648,2016-03-29 23:29:14+00:00
897,47,3013,0,714631576617938944,2016-03-29 01:53:39+00:00
829,8,3340,1,714606013974974464,2016-03-29 00:12:05+00:00
1007,35,2450,5,714485234495041536,2016-03-28 16:12:09+00:00
667,16,2815,0,714258258790387712,2016-03-28 01:10:13+00:00
758,20,3022,0,714251586676113408,2016-03-28 00:43:43+00:00
797,18,2111,0,714214115368108032,2016-03-27 22:14:49+00:00
1278,20,4000,0,714141408463036416,2016-03-27 17:25:54+00:00
720,19,3038,0,713919462244790272,2016-03-27 02:43:58+00:00
484,23,1747,0,713909862279876608,2016-03-27 02:05:49+00:00
661,9,2614,0,713900603437621248,2016-03-27 01:29:02+00:00
1239,13,4457,0,713761197720473600,2016-03-26 16:15:05+00:00
1184,30,4092,0,713411074226274304,2016-03-25 17:03:49+00:00
2586,53,6642,4,713177543487135744,2016-03-25 01:35:51+00:00
1330,23,4082,1,713175907180089344,2016-03-25 01:29:21+00:00
6074,92,17522,84,712809025985978368,2016-03-24 01:11:29+00:00
4503,76,11306,12,712717840512598016,2016-03-23 19:09:09+00:00
1097,18,3819,0,712668654853337088,2016-03-23 15:53:42+00:00
1416,27,4902,0,712438159032893440,2016-03-23 00:37:48+00:00
24,3,222,0,712309440758808576,2016-03-22 16:06:19+00:00
931,33,3453,0,712097430750289920,2016-03-22 02:03:52+00:00
811,39,2708,2,712092745624633344,2016-03-22 01:45:15+00:00
434,9,3012,0,712085617388212224,2016-03-22 01:16:55+00:00
568,14,2073,0,712065007010385920,2016-03-21 23:55:01+00:00
121,0,0,0,711998809858043904,2016-03-21 19:31:59+00:00
2090,65,7409,0,711968124745228288,2016-03-21 17:30:03+00:00
906,24,2613,0,711743778164514816,2016-03-21 02:38:34+00:00
3689,33,8071,0,711732680602345472,2016-03-21 01:54:29+00:00
16588,224,30224,241,711694788429553664,2016-03-20 23:23:54+00:00
819,26,3544,0,711652651650457600,2016-03-20 20:36:28+00:00
1016,15,3322,0,711363825979756544,2016-03-20 01:28:47+00:00
677,22,3047,0,711306686208872448,2016-03-19 21:41:44+00:00
559,14,2739,1,711008018775851008,2016-03-19 01:54:56+00:00
1259,30,4213,1,710997087345876992,2016-03-19 01:11:29+00:00
610,15,2350,0,710844581445812224,2016-03-18 15:05:29+00:00
476,14,2467,0,710833117892898816,2016-03-18 14:19:56+00:00
512,16,2137,0,710658690886586368,2016-03-18 02:46:49+00:00
2153,47,4426,2,710609963652087808,2016-03-17 23:33:12+00:00
1696,48,4170,0,710588934686908416,2016-03-17 22:09:38+00:00
669,17,2197,1,710296729921429504,2016-03-17 02:48:31+00:00
479,13,1994,0,710283270106132480,2016-03-17 01:55:02+00:00
1138,32,4140,1,710272297844797440,2016-03-17 01:11:26+00:00
1013,23,2193,0,710269109699739648,2016-03-17 00:58:46+00:00
808,21,2679,1,710153181850935296,2016-03-16 17:18:07+00:00
800,25,2515,1,710140971284037632,2016-03-16 16:29:35+00:00
1778,25,5023,1,710117014656950272,2016-03-16 14:54:24+00:00
992,30,3221,5,709918798883774464,2016-03-16 01:46:45+00:00
92,26,609,0,709901256215666688,2016-03-16 00:37:03+00:00
1089,28,3230,0,709852847387627520,2016-03-15 21:24:41+00:00
1072,32,3255,0,709566166965075968,2016-03-15 02:25:31+00:00
